approx_price_EUR,OS,weight_g,weight_oz,GPS_new,primary_cam_MP,secondary_cam_MP,GPU_new,battery_mah,battery_removable,display_resolution_inches,screen_to_body_ratio_%,length_mm,width_mm,brand_idx,price_Range
150.0,1,122.0,4.3,True,3.15,0.0,5,1540.0,True,3.7,54.7,109.5,63.0,40,150
90.0,1,110.0,3.88,True,3.15,0.0,1,1150.0,True,3.0,45.4,104.0,59.0,40,100
140.0,0,105.0,3.7,True,3.15,0.0,0,1150.0,True,2.8,40.3,106.0,56.8,40,150
130.0,0,130.0,4.59,False,3.15,0.0,0,1130.0,True,3.2,44.9,116.0,56.0,40,150
140.0,0,112.5,3.95,True,2.0,0.0,0,910.0,True,3.0,40.5,116.5,54.3,40,150
80.0,0,102.2,3.6,False,3.15,0.0,0,930.0,True,2.3,24.6,109.0,61.0,40,100
70.0,0,152.6066606544705,4.75924591863177,False,3.15,0.0,0,930.0,True,2.3,24.6,109.0,61.0,40,100
150.0,0,115.0,4.06,False,3.15,0.0,0,950.0,True,2.4,31.2,107.8,53.0,40,150
110.0,1,118.0,4.16,True,5.0,0.0,5,1540.0,True,3.7,59.8,107.0,59.0,40,150
170.0,1,169.0,5.96,True,5.0,0.0,5,1400.0,True,3.7,53.6,116.3,60.5,40,200
180.0,1,169.0,5.96,True,5.0,0.0,0,1400.0,True,3.7,53.6,116.3,60.5,40,200
140.0,0,105.0,3.7,True,1.3,0.0,0,950.0,True,2.2,26.6,94.0,61.0,40,150
150.0,1,110.0,3.88,True,3.15,0.0,5,1130.0,True,2.8,36.7,98.4,67.2,40,150
220.0,2,156.0,5.5,True,3.15,0.0,1,1540.0,True,3.0,35.8,129.0,60.4,40,250
230.0,1,155.0,5.47,True,8.0,0.0,6,1540.0,True,4.3,61.0,127.5,65.5,40,250
150.0,1,155.0,5.47,True,8.0,0.0,5,1540.0,True,4.3,61.0,127.5,65.5,40,150
190.0,1,139.0,4.9,True,8.0,0.0,5,1390.0,True,3.7,53.4,116.0,60.9,40,200
250.0,1,139.0,4.9,True,8.0,0.0,0,1390.0,True,3.7,53.4,116.0,60.9,40,250
200.0,1,114.0,4.02,True,5.0,0.0,1,1270.0,True,3.2,46.7,114.9,56.8,40,200
170.0,1,114.0,4.02,True,3.15,0.0,1,1270.0,True,3.2,46.7,114.9,56.8,40,200
90.0,1,120.0,4.23,True,3.15,0.0,5,1130.0,True,2.8,54.1,67.0,67.0,40,100
50.0,0,83.0,2.93,False,0.0,0.0,0,750.0,True,1.8,22.8,96.0,46.5,40,50
40.0,0,83.0,2.93,False,0.0,0.0,0,750.0,True,1.77,20.2,107.6,45.3,40,50
70.0,0,83.0,2.93,False,0.0,0.0,0,750.0,True,1.77,22.1,96.0,46.5,40,100
70.0,0,83.0,2.93,False,0.0,0.0,0,750.0,True,1.8,20.9,107.6,45.3,40,100
30.0,0,83.0,2.93,False,0.0,0.0,0,750.0,True,1.5,14.6,108.0,46.0,40,50
30.0,0,70.0,2.29,False,0.0,0.0,0,750.0,True,1.32,10.4,108.0,46.0,40,50
100.0,1,130.0,4.59,True,5.0,0.0,1,1420.0,True,3.1,40.8,116.8,60.0,40,100
150.0,1,133.0,4.69,True,5.0,0.0,1,1400.0,True,3.1,50.0,108.0,53.0,40,150
230.0,1,137.0,4.83,True,5.0,0.0,5,1390.0,True,3.7,50.9,120.0,61.8,40,250
230.0,1,140.0,4.94,True,5.0,0.0,5,1420.0,True,3.7,53.4,116.0,60.9,40,250
230.0,1,125.0,4.41,True,5.0,0.0,0,1140.0,True,3.7,53.7,118.0,59.5,40,250
150.0,1,165.0,5.82,True,5.0,0.0,5,1390.0,True,3.7,54.3,115.8,60.0,40,150
130.0,1,165.0,5.82,True,5.0,0.0,5,1400.0,True,3.7,54.3,115.8,60.0,40,150
70.0,0,83.0,2.93,False,1.3,0.0,0,650.0,True,1.75,20.4,105.0,44.9,40,100
60.0,0,83.0,2.93,False,0.0,0.0,0,650.0,True,1.8,21.6,105.0,44.9,40,100
60.0,0,66.0,2.33,False,0.0,0.0,0,650.0,True,1.8,20.7,107.0,46.0,40,100
40.0,0,66.0,2.33,False,0.0,0.0,0,650.0,True,1.8,20.7,107.0,46.0,40,50
20.0,0,65.0,2.29,False,0.0,0.0,0,650.0,True,1.5,14.9,106.0,46.0,40,50
30.0,0,65.0,2.29,False,0.0,0.0,0,650.0,True,1.3,10.3,106.0,46.0,40,50
100.0,0,110.0,3.88,False,2.0,0.0,0,930.0,True,2.5,38.4,82.0,61.5,40,100
130.0,1,163.0,5.75,True,5.0,0.0,1,1420.0,True,3.1,43.3,114.0,58.0,40,150
140.0,0,143.0,5.04,True,3.15,0.0,0,950.0,True,3.2,48.0,108.9,54.0,40,150
110.0,0,141.0,4.97,True,2.0,0.0,0,1170.0,True,2.5,34.4,88.0,64.0,40,150
100.0,0,110.0,3.88,False,2.0,0.0,0,1130.0,True,1.9,19.8,117.0,49.0,40,100
70.0,0,105.0,3.7,False,2.0,0.0,0,910.0,True,2.2,30.9,99.0,49.0,40,100
70.0,0,107.0,3.77,False,1.3,0.0,0,880.0,True,1.9,24.9,99.0,46.0,40,100
150.0,2,336.0,11.85,True,2.0,0.0,0,2400.0,True,3.5,32.4,152.0,77.0,40,150
120.0,0,139.0,4.9,False,3.15,0.0,0,910.0,True,2.8,39.4,108.0,57.0,40,150
150.0,2,119.0,4.2,True,3.15,0.0,1,1170.0,True,2.8,37.0,110.0,59.7,40,150
130.0,2,119.0,4.2,True,3.15,0.0,1,1130.0,True,2.8,37.1,109.0,60.0,40,150
150.0,6,107.0,3.77,True,2.0,0.0,0,1130.0,True,2.2,28.4,98.0,53.8,40,150
130.0,6,123.0,4.34,False,2.0,0.0,0,700.0,True,2.2,28.0,105.0,51.0,40,150
100.0,6,121.0,4.27,False,5.0,0.0,0,810.0,True,2.2,29.4,103.0,49.5,40,100
90.0,6,116.0,4.09,False,3.15,0.0,0,810.0,True,2.2,28.3,107.0,49.5,40,100
530.0,0,141.0,4.97,False,2.0,0.0,0,810.0,True,1.55,16.8,96.9,47.6,40,800
150.0,2,115.0,4.06,True,3.15,0.0,0,1170.0,True,2.4,23.8,117.0,64.0,40,150
130.0,0,125.0,4.41,True,2.0,0.0,0,950.0,True,2.2,27.5,103.0,53.0,40,150
50.0,0,94.0,3.32,False,0.0,0.0,0,940.0,True,1.8,23.9,95.0,45.0,40,50
60.0,6,100.0,3.53,False,2.0,0.0,0,970.0,True,2.0,20.3,115.0,53.0,40,100
60.0,0,90.0,3.17,False,1.3,0.0,0,940.0,True,1.8,21.9,94.0,49.5,40,100
50.0,0,90.0,3.17,False,1.3,0.0,0,780.0,True,1.8,21.9,101.0,46.0,40,50
150.0,0,103.0,3.63,False,2.0,0.0,0,950.0,True,2.2,30.7,100.0,48.9,40,150
110.0,0,137.0,4.83,False,2.0,0.0,0,850.0,True,2.6,33.7,112.0,51.0,40,150
100.0,6,114.0,4.02,False,5.0,0.0,0,950.0,True,2.4,29.9,118.0,50.5,40,100
120.0,6,125.0,4.41,False,3.15,0.0,0,1130.0,True,2.8,40.7,102.0,53.8,40,150
120.0,6,128.0,4.52,True,3.15,0.0,0,930.0,True,2.4,33.7,98.9,53.5,40,150
140.0,6,132.0,4.66,True,3.15,0.0,0,1000.0,True,2.4,35.7,95.3,52.5,40,150
120.0,6,132.0,4.66,True,3.15,0.0,0,1000.0,True,2.4,35.7,95.3,52.5,40,150
60.0,0,100.0,3.53,False,2.0,0.0,0,910.0,True,2.2,28.0,105.0,51.0,40,100
30.0,0,86.0,3.25,False,0.0,0.0,0,940.0,True,1.8,20.3,109.0,46.0,40,50
90.0,0,139.0,4.9,True,2.0,0.0,0,920.0,True,2.4,29.5,114.0,53.0,40,100
80.0,6,110.0,3.88,False,2.0,0.0,0,950.0,True,2.0,26.2,105.0,45.0,40,100
120.0,0,105.0,3.7,False,2.0,0.0,0,930.0,True,2.0,25.2,107.0,46.0,40,150
30.0,0,80.0,2.82,False,0.0,0.0,0,850.0,True,1.6,16.7,110.0,45.0,40,50
30.0,0,94.0,3.32,False,0.0,0.0,0,940.0,True,1.6,19.3,95.0,45.0,40,50
30.0,0,80.0,2.82,False,0.0,0.0,0,940.0,True,1.6,16.7,110.0,45.0,40,50
150.0,10,119.0,4.2,False,3.15,0.0,5,1130.0,True,2.2,26.9,109.7,50.7,40,150
70.0,6,100.0,3.53,False,2.0,0.0,0,970.0,True,2.0,20.3,115.0,53.0,40,100
60.0,0,105.0,3.7,False,0.0,0.0,0,900.0,True,1.9,26.5,87.5,49.0,40,100
100.0,0,125.0,4.41,False,2.0,0.0,0,950.0,True,2.2,27.5,103.0,53.0,40,100
120.0,6,117.0,4.13,False,2.0,0.0,0,770.0,True,2.2,27.5,103.0,53.0,40,150
100.0,0,107.0,3.77,False,1.3,0.0,0,880.0,True,1.9,24.9,99.0,46.0,40,100
60.0,0,98.0,3.46,False,0.0,0.0,0,850.0,True,1.6,15.2,113.0,47.0,40,100
30.0,0,78.0,2.75,False,0.0,0.0,0,850.0,True,1.6,16.8,109.0,45.0,40,50
110.0,10,112.0,3.95,False,2.0,0.0,5,1030.0,True,2.2,27.5,109.0,50.0,40,150
70.0,0,96.0,3.39,False,2.0,0.0,0,880.0,True,1.9,20.5,113.0,49.0,40,100
70.0,2,134.0,4.73,True,2.0,0.0,0,1170.0,True,2.4,22.6,118.0,67.0,40,100
50.0,0,107.0,3.77,False,1.3,0.0,0,880.0,True,1.9,24.9,99.0,46.0,40,50
140.0,6,121.0,4.27,False,2.0,0.0,0,1000.0,True,2.4,31.2,111.0,51.5,40,150
110.0,0,110.0,3.88,False,0.0,0.0,0,820.0,True,1.8,24.1,86.5,49.0,40,150
70.0,0,86.0,3.03,False,0.0,0.0,0,820.0,True,2.0,22.7,113.0,49.0,40,100
100.0,0,95.0,3.35,False,0.0,0.0,0,680.0,True,2.2,29.3,98.0,53.0,40,100
330.0,1,171.8,6.07,True,5.0,0.0,1,1900.0,True,3.1,36.2,127.5,64.5,41,350
100.0,1,71.0,2.5,True,3.2,0.0,5,1200.0,True,3.5,49.5,117.0,63.0,43,100
150.0,1,71.0,2.5,True,5.0,0.0,5,1650.0,True,4.0,56.7,123.5,65.0,43,150
40.0,0,90.0,3.17,False,0.0,0.0,0,1000.0,True,2.0,17.6,123.0,58.0,43,50
30.0,0,55.0,1.94,False,1.3,0.0,0,750.0,True,2.0,24.0,111.5,47.0,43,50
40.0,0,68.0,2.4,False,1.3,0.0,0,850.0,True,2.2,23.1,111.0,58.5,43,50
70.0,1,73.0,2.57,True,2.0,0.0,0,1000.0,True,2.3,24.6,107.9,59.4,43,100
60.0,1,71.0,2.5,True,2.0,0.0,0,1000.0,True,2.8,37.2,107.8,58.2,43,100
160.0,1,152.6066606544705,4.75924591863177,True,8.0,8.0,3,2630.0,False,5.0,67.3,143.4,71.4,44,200
200.0,1,152.6066606544705,4.75924591863177,True,13.0,8.0,1,3000.0,False,5.2,68.7,149.7,72.5,44,200
230.0,1,169.0,5.96,True,16.0,8.0,1,3000.0,False,5.5,70.7,154.0,75.8,44,250
50.0,0,152.6066606544705,4.75924591863177,False,2.0,0.0,0,1200.0,True,2.4,30.3,115.6,51.0,44,50
30.0,0,81.0,2.86,False,0.0,0.0,0,1020.0,True,2.4,30.1,118.0,50.2,44,50
40.0,0,152.6066606544705,4.75924591863177,False,0.0,0.0,0,1020.0,True,2.4,30.1,118.0,50.2,44,50
70.0,0,91.8,3.25,False,2.0,2.0,0,1200.0,True,2.8,36.5,124.6,53.4,44,100
70.0,0,91.8,3.25,False,2.0,2.0,0,1200.0,True,2.8,36.5,124.6,53.4,44,100
40.0,0,79.0,2.79,False,2.0,0.0,0,1100.0,True,2.4,30.8,116.0,50.0,44,50
40.0,0,79.0,2.79,False,2.0,0.0,0,1100.0,True,2.4,30.8,116.0,50.0,44,50
20.0,0,69.6,2.47,False,0.0,0.0,0,800.0,True,1.4,12.8,108.5,45.5,44,50
20.0,0,69.8,2.47,False,0.0,0.0,0,800.0,True,1.4,12.8,108.5,45.5,44,50
30.0,0,78.4,2.75,False,0.0,0.0,0,1100.0,True,2.4,31.1,116.0,50.0,44,50
30.0,0,78.6,2.75,False,0.0,0.0,0,1100.0,True,2.4,30.8,116.0,50.0,44,50
100.0,2,136.0,4.8,True,5.0,0.0,1,1830.0,True,4.5,64.6,129.5,66.7,44,100
320.0,1,318.0,11.22,False,8.0,5.0,5,5300.0,False,7.9,69.5,200.7,138.6,44,350
170.0,2,130.0,4.59,True,6.7,5.0,1,2200.0,True,4.7,64.3,134.7,68.5,44,200
220.0,2,134.0,4.73,True,6.7,5.0,1,2200.0,True,4.7,66.0,134.7,68.5,44,250
330.0,2,150.0,5.29,True,10.0,0.9,1,2200.0,True,5.0,69.9,139.4,70.7,44,350
20.0,0,67.9,2.4,False,0.0,0.0,0,1020.0,True,1.8,21.1,106.0,45.5,44,50
20.0,0,68.6,2.4,False,0.0,0.0,0,1020.0,True,1.8,21.1,106.0,45.5,44,50
100.0,2,129.0,4.55,True,5.0,0.0,1,1430.0,True,4.0,59.1,119.7,62.3,44,100
100.0,2,129.0,4.55,True,5.0,0.0,1,1430.0,True,4.0,59.1,119.7,62.3,44,100
90.0,1,150.0,5.29,True,5.0,0.0,1,1800.0,True,4.3,63.3,121.7,68.3,44,100
50.0,0,99.8,3.53,False,2.0,0.0,0,1200.0,True,2.8,35.3,124.0,55.5,44,50
50.0,0,100.6,3.56,False,2.0,0.0,0,1200.0,True,2.8,35.3,124.0,55.5,44,50
370.0,2,167.0,5.89,True,20.0,1.2,1,2420.0,False,5.0,70.9,137.0,71.0,44,400
110.0,2,134.0,4.73,True,5.0,0.0,1,1830.0,True,4.5,62.9,129.5,66.7,44,150
140.0,2,134.0,4.73,True,5.0,0.0,1,1830.0,True,4.5,62.9,129.5,66.7,44,150
110.0,2,134.0,4.73,True,5.0,0.0,1,1830.0,True,4.5,62.9,129.5,66.7,44,150
100.0,1,190.0,6.7,True,5.0,2.0,1,2000.0,True,5.0,64.8,141.4,77.7,44,100
120.0,1,128.7,4.52,True,3.15,0.0,1,1500.0,True,4.0,62.6,115.5,63.0,44,150
100.0,1,128.7,4.52,True,3.15,0.0,1,1500.0,True,4.0,62.6,115.5,63.0,44,100
60.0,9,89.3,3.14,True,1.3,0.0,0,1020.0,True,2.8,41.6,99.5,58.6,44,100
40.0,0,152.6066606544705,4.75924591863177,False,2.0,0.0,0,1100.0,True,2.4,30.5,116.4,50.3,44,50
400.0,2,167.0,5.89,True,20.0,1.2,1,2420.0,False,5.0,70.9,137.0,71.0,44,400
120.0,2,124.0,4.37,True,5.0,0.0,1,1430.0,True,4.0,59.3,119.9,64.0,44,150
350.0,2,209.0,7.37,True,20.0,1.2,1,3400.0,False,6.0,71.4,162.8,85.4,44,350
210.0,2,220.0,7.76,True,5.0,0.0,1,3400.0,False,6.0,70.4,164.2,85.9,44,250
360.0,2,615.0,1.36,True,6.7,2.0,1,8120.0,False,10.1,62.7,267.0,168.0,44,400
100.0,9,111.4,3.92,False,5.0,0.0,0,1200.0,True,3.0,44.8,102.6,60.6,44,100
90.0,9,110.2,3.88,False,5.0,0.0,0,1200.0,True,3.0,44.8,102.6,60.6,44,100
80.0,9,100.0,3.53,False,5.0,0.0,0,1010.0,True,3.0,47.0,99.6,59.5,44,100
60.0,9,101.3,3.56,False,2.0,0.0,0,1200.0,True,2.8,41.7,100.3,58.1,44,100
60.0,9,101.0,3.56,False,2.0,0.0,0,1200.0,True,2.8,41.7,100.3,58.1,44,100
30.0,0,70.2,2.47,False,0.0,0.0,0,950.0,True,1.8,19.7,110.4,47.0,44,50
140.0,0,101.1,3.56,False,5.0,0.0,0,1200.0,True,2.4,32.6,114.0,48.0,44,150
20.0,0,75.8,2.65,False,0.0,0.0,0,1020.0,True,1.8,19.0,112.9,47.5,44,50
20.0,0,74.2,2.61,False,0.0,0.0,0,800.0,True,1.8,19.0,112.9,47.5,44,50
160.0,2,159.0,5.61,True,5.0,0.0,1,2000.0,False,4.7,65.2,133.3,72.3,44,200
400.0,2,158.0,5.57,True,41.0,1.2,1,2000.0,False,4.5,61.9,130.4,71.4,44,400
60.0,0,89.6,3.14,False,1.3,0.0,0,1020.0,True,2.4,30.7,114.2,50.9,44,100
60.0,0,91.3,3.21,False,0.0,0.0,0,1020.0,True,2.4,30.7,114.2,50.9,44,100
260.0,2,139.0,4.9,True,8.0,1.3,1,2000.0,False,4.5,63.3,129.0,70.6,44,300
380.0,2,162.0,5.71,True,8.0,1.3,1,2000.0,False,4.5,62.9,133.0,68.9,44,400
80.0,9,98.2,3.46,False,3.15,0.0,0,1200.0,True,3.0,48.4,99.2,58.0,44,100
50.0,0,97.3,3.42,False,2.0,0.0,0,1200.0,True,2.4,26.7,111.5,60.0,44,50
200.0,2,128.0,4.52,True,6.7,1.3,1,2000.0,False,4.3,61.0,127.9,67.5,44,200
70.0,2,124.0,4.37,True,5.0,0.0,1,1430.0,True,4.0,59.3,119.9,64.0,44,100
70.0,0,102.0,3.6,False,3.15,0.0,0,1110.0,True,2.4,31.3,114.0,50.0,44,100
20.0,0,70.0,2.47,False,0.0,0.0,0,800.0,True,1.45,14.1,107.0,44.8,44,50
80.0,0,103.7,3.63,False,2.0,0.0,0,1110.0,True,3.0,43.2,109.9,54.0,44,100
140.0,2,131.0,4.62,True,8.0,0.0,1,1300.0,True,3.7,53.9,118.1,61.2,44,150
120.0,2,127.0,4.48,True,5.0,0.0,1,1300.0,True,3.8,58.3,115.4,61.1,44,150
30.0,0,80.0,2.82,False,0.0,0.0,0,1020.0,True,1.8,20.2,110.0,46.0,44,50
70.0,0,91.0,3.21,False,1.3,0.0,0,1110.0,True,2.4,31.1,116.0,49.4,44,100
50.0,0,94.0,3.32,False,0.0,0.0,0,1020.0,True,2.4,25.9,112.8,61.1,44,50
40.0,0,77.0,2.72,False,0.0,0.0,0,800.0,True,1.8,20.2,110.0,46.0,44,50
320.0,2,141.6,4.97,True,8.0,1.2,1,1800.0,True,4.3,60.2,127.8,68.4,44,350
110.0,2,129.0,4.55,True,5.0,0.0,1,1300.0,True,4.0,58.1,120.7,64.9,44,150
250.0,2,145.0,5.11,True,8.0,1.2,1,1800.0,True,4.3,60.2,127.8,68.4,44,250
90.0,0,102.0,3.6,False,2.0,0.0,0,1110.0,True,3.0,43.2,109.9,54.0,44,100
70.0,0,104.0,3.67,False,2.0,0.0,0,1110.0,True,3.0,43.2,109.9,54.0,44,100
210.0,2,185.0,6.53,True,8.0,1.3,1,2000.0,False,4.5,62.5,130.3,70.8,44,250
170.0,2,160.0,5.64,True,8.0,0.0,1,1650.0,True,4.3,62.1,123.8,68.5,44,200
80.0,0,95.0,3.35,False,3.15,0.0,0,1110.0,True,3.0,46.5,106.0,52.0,44,100
70.0,0,96.0,3.39,False,2.0,0.0,0,1110.0,True,3.0,43.2,110.3,53.8,44,100
70.0,0,98.0,3.46,False,2.0,0.0,0,1110.0,True,3.0,43.2,110.3,53.8,44,100
70.0,0,77.0,2.72,False,0.0,0.0,0,800.0,True,1.8,20.2,110.0,46.0,44,100
80.0,0,85.5,3.0,False,0.0,0.0,0,1400.0,True,1.8,19.7,110.4,46.9,44,100
50.0,0,77.0,2.72,False,0.0,0.0,0,800.0,True,1.8,20.2,110.0,46.0,44,50
40.0,0,80.0,2.82,False,0.0,0.0,0,1020.0,True,1.8,20.2,110.0,46.0,44,50
110.0,2,135.0,4.62,True,5.0,0.0,1,1300.0,True,3.7,52.8,119.0,62.0,44,150
10.0,0,76.6,2.68,False,0.0,0.0,0,800.0,True,1.36,11.6,107.2,45.1,44,50
280.0,9,169.0,5.96,True,41.0,0.0,4,1400.0,True,4.0,59.1,123.9,60.2,44,300
170.0,2,142.0,5.01,True,8.0,0.0,1,1450.0,True,3.7,54.7,116.5,61.2,44,200
90.0,2,131.5,4.62,True,5.0,0.0,1,1300.0,True,3.7,52.8,119.0,62.0,44,100
80.0,0,106.0,3.74,False,3.15,0.0,0,1320.0,True,2.4,26.3,115.2,58.9,44,100
80.0,0,90.0,3.17,False,2.0,0.0,0,1020.0,True,2.4,31.2,114.8,49.8,44,100
70.0,0,90.0,3.17,False,2.0,0.0,0,1020.0,True,2.4,31.2,114.8,49.8,44,100
160.0,2,160.0,5.64,True,8.0,1.0,1,1830.0,False,4.3,60.1,127.8,68.5,44,200
160.0,2,160.0,5.64,True,8.0,1.3,1,1830.0,False,4.3,60.1,127.8,68.5,44,200
220.0,10,170.0,6.0,True,8.0,0.0,0,1300.0,True,4.0,54.2,125.2,65.0,44,250
60.0,0,71.0,2.5,False,2.0,0.0,0,1020.0,True,2.2,26.5,113.0,50.0,44,100
140.0,2,142.0,5.01,True,8.0,0.0,1,1450.0,False,3.7,54.7,116.5,61.2,44,150
130.0,2,125.5,4.41,True,5.0,0.0,1,1300.0,True,3.7,52.5,119.0,62.4,44,150
100.0,2,125.5,4.41,True,5.0,0.0,1,1300.0,True,3.7,52.5,119.0,62.4,44,100
110.0,0,99.0,3.49,False,3.2,0.0,0,1300.0,True,2.6,32.3,116.5,55.7,44,150
70.0,0,85.0,3.0,False,5.0,0.0,0,1110.0,True,2.4,31.9,112.8,49.5,44,100
50.0,0,105.0,3.7,False,2.0,0.0,0,1430.0,True,2.4,25.3,115.5,61.1,44,50
50.0,0,105.0,3.7,False,2.0,0.0,0,1430.0,True,2.4,25.3,115.4,61.1,44,50
60.0,0,98.5,3.46,False,0.0,0.0,0,860.0,True,2.0,26.1,99.4,47.8,44,100
90.0,0,87.8,3.07,False,0.0,0.0,0,800.0,True,2.2,26.5,113.0,50.0,44,100
90.0,10,93.0,3.28,True,2.0,0.0,0,1000.0,True,3.2,52.3,105.8,51.0,44,100
80.0,10,93.0,3.28,True,2.0,0.0,0,1000.0,True,3.2,52.3,105.8,51.0,44,100
100.0,10,100.0,3.53,True,2.0,0.0,0,1000.0,True,3.2,52.5,105.8,50.8,44,100
40.0,0,71.0,2.5,False,0.0,0.0,0,1020.0,True,1.8,20.4,110.0,45.5,44,50
50.0,0,69.6,2.43,False,0.0,0.0,0,850.0,True,1.8,20.4,110.0,45.5,44,50
150.0,10,131.0,4.62,True,8.0,0.0,0,1300.0,True,3.5,50.7,117.2,56.8,44,150
140.0,10,96.0,3.39,True,5.0,0.0,0,1080.0,True,3.2,50.6,110.0,50.7,44,150
240.0,10,100.0,3.53,True,5.0,0.0,0,1200.0,True,3.2,48.0,111.0,53.0,44,250
180.0,0,100.0,3.53,False,5.0,0.0,0,1050.0,True,2.4,33.8,111.0,47.5,44,200
110.0,10,93.0,3.28,True,5.0,0.0,0,1110.0,True,3.2,47.1,111.3,53.8,44,150
140.0,0,135.0,4.76,True,8.0,0.0,5,1450.0,False,3.9,58.8,116.5,61.2,44,150
110.0,10,95.0,3.35,True,5.0,0.0,0,1050.0,True,2.2,29.0,112.3,46.0,44,150
110.0,0,115.0,4.06,False,2.0,0.0,0,1020.0,True,2.6,39.5,103.0,51.4,44,150
70.0,0,115.0,4.06,False,2.0,0.0,0,1020.0,True,2.6,39.5,103.0,51.4,44,100
70.0,0,115.0,4.06,False,2.0,0.0,0,1020.0,True,2.6,39.5,103.0,51.4,44,100
180.0,10,127.0,4.48,True,8.0,0.0,0,1200.0,True,2.46,26.5,117.1,60.4,44,200
240.0,10,152.6066606544705,4.75924591863177,True,8.0,0.0,0,1200.0,True,3.5,50.4,113.5,59.0,44,250
230.0,10,132.0,4.66,True,8.0,0.0,4,1200.0,True,3.5,50.1,117.3,57.5,44,250
30.0,0,91.1,3.21,False,0.0,0.0,0,1320.0,True,1.8,19.2,112.2,47.3,44,50
180.0,10,146.0,5.15,True,8.0,0.0,4,1200.0,True,4.0,58.7,119.7,62.8,44,200
140.0,10,133.0,4.69,True,8.0,0.0,0,1500.0,True,2.46,27.5,115.5,59.0,44,150
220.0,10,130.0,4.59,True,8.0,0.0,4,1200.0,True,3.5,50.7,117.3,56.8,44,250
40.0,0,91.1,3.21,False,0.0,0.0,0,1320.0,True,1.8,19.2,112.2,47.3,44,50
50.0,0,107.5,3.77,False,0.0,0.0,0,1020.0,True,2.4,25.0,119.4,59.8,44,50
70.0,0,89.0,3.14,False,3.15,0.0,0,1020.0,True,2.0,24.1,109.8,46.9,44,100
100.0,10,93.0,3.28,True,5.0,0.0,0,1000.0,True,3.2,52.3,105.8,51.0,44,100
150.0,10,176.0,6.21,True,8.0,0.0,4,1200.0,False,4.0,57.1,123.7,62.4,44,150
170.0,10,131.0,4.62,True,8.0,0.0,4,1050.0,True,3.2,51.8,103.8,52.5,44,200
150.0,10,130.0,4.59,True,8.0,0.0,4,1200.0,True,3.5,50.7,117.3,56.8,44,150
70.0,0,100.0,3.53,False,5.0,0.0,0,1050.0,True,2.4,33.8,111.0,47.5,44,100
60.0,10,107.0,3.77,False,2.0,0.0,0,1000.0,True,2.8,42.4,104.0,49.0,44,100
80.0,0,77.4,2.72,False,5.0,0.0,0,860.0,True,2.4,34.7,106.2,48.4,44,100
70.0,10,122.0,4.3,True,5.0,0.0,0,1320.0,True,3.2,49.9,111.0,51.0,44,100
120.0,10,129.0,4.55,False,5.0,0.0,0,950.0,True,2.36,35.0,74.3,66.4,44,150
100.0,10,113.0,3.99,False,2.0,0.0,0,1320.0,True,3.2,49.2,111.0,51.7,44,100
120.0,10,127.6,4.48,True,5.0,0.0,0,1500.0,True,2.4,26.8,113.8,58.4,44,150
50.0,0,74.1,2.61,False,0.0,0.0,0,1020.0,True,1.8,21.0,108.0,45.0,44,50
40.0,0,77.5,2.72,False,0.0,0.0,0,1020.0,True,1.8,21.0,108.0,45.0,44,50
50.0,0,78.8,2.75,False,0.0,0.0,0,800.0,True,1.8,21.0,108.0,45.0,44,50
30.0,0,72.9,2.54,False,0.0,0.0,0,1020.0,True,1.8,21.2,107.1,45.0,44,50
140.0,10,135.0,4.76,True,12.0,0.0,4,1200.0,False,3.5,50.3,113.5,59.1,44,150
40.0,0,81.0,2.86,False,5.0,0.0,0,860.0,True,2.2,28.7,111.0,47.0,44,50
120.0,10,150.0,5.29,True,5.0,0.0,0,1200.0,True,3.2,47.1,113.0,53.0,44,150
90.0,10,126.0,4.44,True,5.0,0.0,0,1200.0,True,2.36,25.5,115.0,58.9,44,100
90.0,0,114.0,4.02,False,2.0,0.0,0,1320.0,True,2.4,26.6,115.5,58.1,44,100
110.0,10,89.3,3.14,True,3.15,0.0,0,1050.0,True,2.2,29.1,112.0,46.0,44,150
80.0,0,96.0,3.39,False,3.15,0.0,0,1050.0,True,2.2,29.8,108.8,46.2,44,100
70.0,0,88.0,3.1,False,2.0,0.0,0,1200.0,True,2.0,24.7,107.5,46.7,44,100
130.0,10,122.0,4.3,True,5.0,0.0,0,1320.0,True,3.2,49.9,111.0,51.0,44,150
90.0,0,87.0,3.07,True,2.0,0.0,0,1020.0,True,2.2,29.5,111.2,45.7,44,100
130.0,10,122.0,4.3,True,5.0,0.0,0,1320.0,True,3.2,49.9,111.0,51.0,44,150
90.0,10,110.0,3.88,False,5.0,0.0,0,860.0,True,2.2,34.2,95.2,46.1,44,100
80.0,0,100.0,3.53,False,3.15,0.0,0,860.0,True,2.4,37.9,98.0,48.0,44,100
140.0,0,113.0,3.99,False,3.15,0.0,0,1000.0,True,2.4,36.8,101.0,48.0,44,150
50.0,0,80.7,2.82,False,0.0,0.0,0,860.0,True,1.8,20.8,107.5,45.5,44,50
50.0,0,93.5,3.28,False,0.0,0.0,0,860.0,True,1.8,22.3,97.4,47.0,44,50
30.0,0,78.5,2.75,False,0.0,0.0,0,800.0,True,1.8,21.2,107.0,45.0,44,50
20.0,0,78.5,2.75,False,0.0,0.0,0,800.0,True,1.8,21.2,107.1,45.0,44,50
