approx_price_EUR,OS,weight_g,weight_oz,GPS_new,primary_cam_MP,secondary_cam_MP,GPU_new,battery_mah,battery_removable,display_resolution_inches,screen_to_body_ratio_%,length_mm,width_mm,brand_idx,price_Range
130.0,1,153.0,5.4,True,5.0,2.0,1,2000.0,True,4.5,61.7,133.0,68.0,24,150
260.0,1,165.0,5.82,True,13.0,5.0,0,3000.0,False,5.5,70.3,153.5,77.3,24,300
340.0,1,185.0,6.53,True,13.0,5.0,3,4100.0,False,6.0,77.6,157.0,81.0,24,350
130.0,1,156.0,5.5,True,8.0,2.0,3,2000.0,True,5.0,67.0,142.2,72.3,24,150
290.0,1,130.0,4.59,True,13.0,5.0,3,3100.0,False,5.0,69.6,139.6,69.7,24,300
200.0,1,162.0,5.71,True,13.0,5.0,3,3000.0,True,5.5,72.1,149.5,77.4,24,200
200.0,1,140.0,4.94,True,8.0,5.0,3,2300.0,True,5.0,69.2,139.5,71.4,24,200
110.0,1,145.0,5.11,True,5.0,1.0,1,2000.0,False,4.5,65.3,131.0,65.3,24,150
170.0,1,160.0,5.64,True,8.0,1.0,1,2000.0,False,5.0,67.2,143.0,71.7,24,200
70.0,1,126.0,4.44,True,3.15,0.0,3,1500.0,True,4.0,53.1,122.1,63.5,24,100
250.0,1,124.0,4.37,True,13.0,8.0,3,2500.0,False,5.0,71.7,139.8,68.8,24,250
180.0,1,115.0,4.06,True,8.0,5.0,1,2000.0,False,4.5,65.2,131.2,65.3,24,200
270.0,1,180.0,6.35,True,5.0,0.0,3,2300.0,True,5.5,71.5,149.5,78.0,24,300
100.0,1,180.0,6.35,True,5.0,0.0,3,2100.0,True,5.0,64.0,144.5,74.5,24,100
350.0,1,620.0,4.75924591863177,True,3.15,0.0,0,6600.0,False,10.1,65.3,257.4,175.9,24,350
240.0,1,115.0,4.06,True,8.0,5.0,1,2000.0,False,4.5,65.2,131.2,65.3,24,250
250.0,1,115.0,4.06,True,8.0,5.0,0,2000.0,False,4.5,66.1,130.0,65.0,24,250
300.0,1,329.0,11.61,True,5.0,1.0,3,4800.0,False,8.0,71.7,214.4,120.7,24,300
350.0,1,239.0,8.43,True,13.0,5.0,3,5000.0,False,7.0,74.5,183.5,103.9,24,350
100.0,1,145.0,5.11,True,5.0,0.0,1,1750.0,True,4.5,62.9,132.5,67.0,24,100
160.0,1,350.0,12.35,True,3.15,0.0,0,4100.0,False,7.0,59.1,193.4,120.6,24,200
300.0,1,120.0,4.23,True,8.0,5.0,0,2000.0,False,4.7,70.1,132.6,65.5,24,300
330.0,1,202.0,7.13,True,13.0,5.0,1,4050.0,False,6.1,75.2,161.0,84.7,24,350
100.0,1,123.0,4.34,True,2.0,0.0,3,1350.0,True,4.0,58.4,123.3,63.2,24,100
60.0,1,130.0,4.59,False,0.0,0.0,3,1350.0,True,3.5,51.7,116.5,60.6,24,100
250.0,1,162.0,5.71,True,13.0,5.0,3,3000.0,True,5.5,72.1,149.5,77.4,24,250
140.0,1,140.0,4.94,True,8.0,5.0,3,2300.0,True,5.0,69.2,139.5,71.4,24,150
250.0,1,150.0,5.29,True,8.0,1.0,1,2400.0,True,5.0,69.1,139.5,71.5,24,250
110.0,1,150.0,5.29,True,3.15,0.0,3,1730.0,True,4.5,62.3,132.8,67.4,24,150
150.0,2,160.0,5.64,True,5.0,0.0,1,1700.0,True,4.3,58.6,134.0,67.0,24,150
40.0,0,89.9,3.14,False,1.3,0.0,0,1050.0,True,2.4,26.3,113.0,60.0,24,50
20.0,0,80.0,2.82,False,0.0,0.0,0,600.0,True,1.8,20.8,109.0,45.0,24,50
230.0,1,138.0,4.87,True,13.0,1.3,0,2150.0,True,4.7,68.1,133.0,67.2,24,250
190.0,1,155.0,5.47,True,8.0,1.3,5,2150.0,True,5.0,66.4,142.5,72.8,24,200
150.0,1,170.0,6.0,True,5.0,0.0,5,2150.0,True,5.0,65.9,142.0,73.6,24,150
160.0,1,155.0,5.47,True,5.0,0.0,1,1700.0,True,4.5,62.4,134.0,66.8,24,200
150.0,1,350.0,12.35,True,3.15,0.0,0,4100.0,False,7.0,59.1,193.4,120.6,24,150
180.0,1,335.0,11.82,True,3.15,0.0,7,4100.0,False,7.0,58.7,193.8,121.3,24,200
230.0,1,120.0,4.23,True,8.0,5.0,7,2000.0,False,4.7,70.1,132.7,65.5,24,250
90.0,1,130.0,4.59,True,5.0,0.0,1,1730.0,True,4.0,57.3,124.5,63.8,24,100
120.0,1,140.0,4.94,True,5.0,1.3,1,1650.0,True,4.0,56.2,126.0,64.3,24,150
70.0,1,120.0,4.23,True,2.0,0.0,1,1700.0,True,3.5,50.3,117.0,62.0,24,100
210.0,1,122.0,4.3,True,13.0,1.3,7,2420.0,True,4.7,67.0,136.2,66.7,24,250
250.0,1,145.0,5.11,True,8.0,1.3,7,2150.0,True,4.5,60.2,134.0,67.5,24,250
260.0,1,150.0,5.29,True,5.0,0.0,0,1950.0,True,4.5,61.5,134.5,67.5,24,300
170.0,1,140.0,4.94,True,5.0,0.0,1,1730.0,True,4.0,55.8,125.2,65.2,24,200
180.0,1,140.0,4.94,True,5.0,0.0,0,1500.0,True,4.0,59.5,122.5,62.5,24,200
160.0,2,130.0,4.59,True,5.0,0.0,1,1950.0,True,4.0,57.4,124.5,63.7,24,200
230.0,1,198.0,6.98,True,8.0,1.0,7,4050.0,False,6.1,73.2,163.5,85.7,24,250
310.0,1,170.0,6.0,True,13.0,1.3,7,3000.0,True,5.0,69.3,140.0,71.0,24,350
100.0,1,150.0,5.29,True,5.0,0.0,1,1700.0,True,4.5,62.2,134.0,67.0,24,100
200.0,1,156.0,5.5,True,5.0,0.0,5,1930.0,True,4.3,60.3,130.0,65.0,24,200
110.0,1,125.0,4.41,True,3.15,0.0,0,1400.0,True,3.5,50.7,117.0,61.5,24,150
250.0,1,620.0,4.75924591863177,True,3.15,0.0,7,6600.0,False,10.1,65.3,257.4,175.9,24,250
150.0,1,145.0,5.11,True,8.0,1.3,7,2230.0,True,4.5,61.7,134.0,67.5,24,150
60.0,1,125.0,4.41,True,3.15,0.0,1,1400.0,True,3.5,51.2,116.8,61.0,24,100
100.0,1,125.0,4.41,True,3.15,0.0,1,1400.0,True,3.5,52.6,115.8,59.9,24,100
150.0,1,135.0,4.76,True,8.0,1.3,1,2000.0,True,4.3,58.8,132.5,65.4,24,150
50.0,1,124.2,4.37,True,3.15,0.0,1,1400.0,True,3.5,51.6,115.8,61.0,24,50
100.0,1,145.0,5.11,True,8.0,0.0,0,1930.0,True,4.5,61.7,134.0,67.5,24,100
110.0,1,130.0,4.59,True,5.0,0.0,1,1500.0,True,4.0,59.4,122.5,62.6,24,150
150.0,1,370.0,13.05,True,3.15,0.0,0,4100.0,False,7.0,59.5,193.0,120.0,24,150
70.0,1,100.0,3.53,True,3.15,0.0,1,1050.0,True,2.8,40.7,106.5,56.0,24,100
110.0,1,120.0,4.23,True,3.15,0.0,1,1250.0,True,3.5,51.7,116.9,60.4,24,150
110.0,1,140.0,4.94,True,5.0,0.0,1,1550.0,True,4.0,59.4,122.3,62.7,24,150
130.0,1,140.0,4.94,True,5.0,0.0,1,1350.0,True,4.0,59.0,122.5,63.0,24,150
170.0,1,110.0,3.88,True,8.0,1.3,5,1670.0,False,4.3,61.7,127.4,64.8,24,200
70.0,1,152.6066606544705,4.75924591863177,True,3.15,0.0,0,1500.0,True,3.2,42.8,121.9,58.4,24,100
50.0,0,152.6066606544705,4.75924591863177,False,2.0,0.0,0,1000.0,True,2.4,26.4,113.0,59.8,24,50
90.0,0,152.6066606544705,4.75924591863177,False,0.0,0.0,0,1000.0,True,2.0,21.0,113.8,52.6,24,100
110.0,1,140.0,4.94,True,5.0,0.0,0,1880.0,True,3.5,49.0,122.0,61.0,24,150
50.0,0,152.6066606544705,4.75924591863177,False,1.3,0.0,0,1000.0,True,2.4,31.3,115.8,49.2,24,50
80.0,0,98.0,3.46,False,3.15,0.0,0,1050.0,True,2.4,25.9,113.8,60.5,24,100
80.0,1,117.1,4.13,True,3.15,0.0,0,1400.0,True,3.5,51.9,116.1,60.5,24,100
330.0,1,580.0,1.28,True,8.0,1.3,0,6600.0,False,10.0,64.0,257.4,175.9,24,350
350.0,1,132.0,4.66,True,8.0,1.3,5,2600.0,True,4.5,66.2,129.9,64.9,24,350
210.0,1,132.0,4.66,True,8.0,1.3,5,1800.0,True,4.5,67.6,129.0,64.0,24,250
260.0,1,150.0,5.29,True,8.0,1.3,7,2600.0,False,4.5,67.6,129.0,64.0,24,300
290.0,1,130.0,4.59,True,8.0,1.3,7,1800.0,True,4.5,66.7,129.0,64.9,24,300
260.0,1,130.0,4.59,True,8.0,1.3,5,1800.0,False,4.3,61.7,127.4,64.8,24,300
110.0,1,139.0,4.9,True,8.0,0.0,1,1900.0,True,4.0,59.2,122.0,61.0,24,150
90.0,0,110.0,3.88,False,3.15,0.0,0,1300.0,True,3.5,52.2,116.5,60.0,24,100
70.0,0,75.0,2.65,False,1.3,0.0,0,800.0,True,2.4,37.6,93.0,51.0,24,100
150.0,1,390.0,13.76,True,5.0,1.3,1,4100.0,False,7.0,60.3,190.0,124.0,24,150
160.0,1,390.0,13.76,True,5.0,1.3,1,4100.0,False,7.0,60.3,190.0,124.0,24,200
110.0,0,106.0,3.74,True,2.0,0.0,0,1000.0,True,2.0,21.4,114.5,50.5,24,150
110.0,1,109.0,3.84,True,3.15,0.0,1,1500.0,True,3.2,47.8,112.0,57.0,24,150
110.0,1,152.6066606544705,4.75924591863177,True,3.15,0.0,0,1200.0,True,3.2,49.1,110.0,56.5,24,150
90.0,1,105.0,3.7,True,3.2,0.0,0,1200.0,True,2.6,29.0,115.0,62.8,24,100
80.0,1,130.0,4.59,True,5.0,0.0,1,1500.0,True,3.8,52.7,120.0,65.0,24,100
70.0,0,99.0,3.49,True,0.0,0.0,0,900.0,True,2.0,18.6,109.2,61.0,24,100
130.0,1,140.0,4.94,True,8.0,0.0,1,1930.0,True,4.0,59.2,122.0,61.0,24,150
80.0,1,121.0,4.27,True,5.0,0.0,1,1400.0,False,3.7,55.1,118.0,59.9,24,100
100.0,1,120.0,4.23,True,5.0,0.0,0,1400.0,True,3.5,51.1,117.0,61.0,24,100
70.0,1,130.0,4.59,True,5.0,0.0,1,1500.0,True,3.8,55.2,120.0,62.0,24,100
70.0,0,89.0,3.14,False,1.3,0.0,0,1050.0,True,2.8,40.9,106.0,56.0,24,100
80.0,0,90.0,3.17,False,3.15,0.0,0,1000.0,True,2.4,31.3,115.0,49.5,24,100
80.0,0,85.0,3.0,False,1.3,0.0,0,800.0,True,2.0,26.1,107.0,45.0,24,100
70.0,0,152.6066606544705,4.75924591863177,False,1.3,0.0,0,800.0,True,2.4,28.0,108.0,59.0,24,100
70.0,1,120.0,4.23,True,3.15,0.0,0,1400.0,True,3.5,51.8,116.3,60.5,24,100
70.0,1,100.0,3.53,True,3.15,0.0,0,1200.0,True,2.8,41.7,104.0,56.0,24,100
60.0,0,93.0,3.28,False,3.15,0.0,0,1000.0,True,2.4,26.5,112.0,60.0,24,100
70.0,0,100.0,3.53,False,1.3,0.0,0,1100.0,True,2.8,42.0,105.0,55.0,24,100
80.0,0,112.0,3.95,False,2.0,0.0,0,830.0,True,2.4,33.3,104.5,51.2,24,100
160.0,1,440.0,15.52,True,3.15,0.0,0,3250.0,True,7.0,63.7,200.0,109.5,24,200
210.0,1,440.0,14.11,True,3.15,0.0,0,3250.0,True,7.0,63.7,200.0,109.5,24,250
90.0,1,143.0,5.04,True,5.0,0.0,1,1400.0,True,4.1,59.4,122.0,66.0,24,100
100.0,1,130.0,4.59,True,5.0,0.0,1,1500.0,True,3.8,55.2,120.0,62.0,24,100
100.0,1,104.0,3.67,True,3.15,0.0,1,1200.0,True,3.2,49.1,110.0,56.5,24,100
60.0,1,102.1,3.6,True,3.15,0.0,0,1200.0,True,2.8,42.6,104.0,54.8,24,100
90.0,1,115.0,4.06,True,3.15,0.0,0,1150.0,True,3.2,46.9,112.0,58.0,24,100
70.0,0,105.0,3.7,False,3.15,0.0,0,1000.0,True,2.8,40.9,106.0,56.0,24,100
110.0,0,152.6066606544705,4.75924591863177,False,1.3,0.0,0,1100.0,True,2.41,27.0,113.0,59.0,24,150
70.0,1,104.0,3.67,True,3.15,0.0,0,930.0,True,2.6,34.8,94.0,64.0,24,100
70.0,1,500.0,1.1,True,2.0,0.0,1,2200.0,False,7.0,61.8,209.0,108.0,24,100
50.0,0,80.0,2.82,False,0.0,0.0,0,1050.0,True,1.47,14.3,107.0,45.5,24,50
90.0,1,110.0,3.88,True,3.15,0.0,0,1150.0,True,2.8,40.2,106.0,57.0,24,100
70.0,1,104.0,3.67,True,3.15,0.0,0,1150.0,True,2.8,39.6,107.5,57.0,24,100
270.0,1,152.6066606544705,4.75924591863177,True,3.15,0.0,1,1500.0,True,3.5,49.5,117.0,63.0,24,300
230.0,1,135.0,4.76,True,3.15,0.0,0,1500.0,True,3.5,49.9,116.0,63.0,24,250
60.0,0,80.6,2.82,False,2.0,0.0,0,800.0,True,2.0,24.8,107.2,46.6,24,100
30.0,0,102.0,3.6,False,2.0,0.0,0,1000.0,True,2.4,26.2,112.5,60.5,24,50
550.0,2,150.0,5.29,True,2.0,0.0,0,1200.0,True,2.46,25.6,111.0,66.0,25,800
410.0,2,200.0,7.05,True,3.15,0.0,1,1620.0,True,2.8,34.9,116.0,60.0,25,450
200.0,2,140.0,4.94,True,2.0,0.0,1,1530.0,True,2.6,32.8,116.0,55.0,25,200
250.0,2,152.0,5.36,False,2.0,0.0,0,1050.0,True,2.4,25.1,113.0,63.0,25,250
250.0,2,110.0,3.63,False,2.0,0.0,0,1020.0,True,2.4,32.4,105.0,52.5,25,250
200.0,2,110.0,3.88,False,2.0,0.0,0,1000.0,True,2.4,32.1,106.0,52.5,25,200
410.0,2,152.6066606544705,4.75924591863177,False,2.0,0.0,0,1400.0,True,2.6,42.7,98.0,50.0,25,450
260.0,2,152.0,5.36,False,2.0,0.0,0,1530.0,True,2.6,29.2,118.5,60.5,25,300
300.0,2,180.0,6.35,False,2.0,0.0,0,1400.0,True,3.8,54.9,110.0,74.0,25,300
260.0,2,152.0,5.36,False,2.0,0.0,0,1530.0,True,2.8,33.9,118.5,60.5,25,300
300.0,2,152.6066606544705,4.75924591863177,False,2.0,0.0,0,1400.0,True,2.8,34.3,117.0,60.5,25,300
150.0,2,184.0,6.49,True,2.0,0.0,0,1660.0,True,2.8,27.4,125.0,71.0,25,150
220.0,2,116.0,4.09,False,2.0,0.0,0,1100.0,True,2.4,28.4,112.0,56.0,25,250
240.0,2,160.0,5.64,False,2.0,0.0,0,1200.0,True,2.5,22.8,126.0,67.5,25,250
180.0,2,160.0,5.64,False,0.0,0.0,0,1440.0,True,2.8,28.0,122.0,71.0,25,200
70.0,1,106.0,3.74,False,2.0,0.0,0,1000.0,True,2.4,22.8,108.6,60.0,26,100
380.0,1,122.0,4.3,True,5.0,0.0,1,1300.0,True,3.5,51.6,114.0,62.0,27,400
160.0,1,83.0,3.03,True,5.0,0.0,3,600.0,False,1.56,40.5,44.0,44.0,28,200
170.0,8,150.0,5.29,True,8.0,2.0,1,2500.0,True,5.0,67.4,142.0,72.0,29,200
170.0,8,384.0,13.55,True,5.0,2.0,0,4450.0,False,7.85,67.0,203.0,137.0,29,200
180.0,8,141.0,4.97,True,8.0,2.0,1,2100.0,True,4.5,62.7,131.0,68.0,29,200
140.0,1,112.0,3.95,True,8.0,8.0,0,1900.0,False,5.0,70.8,138.0,70.5,30,150
80.0,1,138.0,4.87,True,5.0,2.0,3,1700.0,True,4.5,63.1,132.0,67.0,30,100
220.0,1,152.6066606544705,4.75924591863177,True,16.0,8.0,3,2000.0,True,5.0,64.4,147.3,72.6,30,250
170.0,1,152.6066606544705,4.75924591863177,True,13.0,5.0,3,2000.0,True,5.0,66.4,145.7,71.2,30,200
200.0,1,143.0,5.04,True,13.0,5.0,5,2300.0,False,5.0,67.9,143.9,70.5,30,200
120.0,1,104.5,3.7,True,8.0,0.0,0,1800.0,True,5.0,70.8,138.0,70.5,30,150
70.0,1,152.6066606544705,4.75924591863177,False,5.0,0.0,5,1400.0,True,4.5,74.8,113.0,66.0,30,100
80.0,1,114.5,4.02,False,5.0,0.0,0,1450.0,True,4.0,54.2,128.0,65.7,30,100
160.0,1,200.0,7.05,True,8.0,2.0,1,2000.0,True,5.0,66.5,144.0,72.0,30,200
30.0,0,112.0,3.95,False,1.3,0.0,0,1800.0,True,2.4,31.0,115.0,50.0,30,50
110.0,1,152.6066606544705,4.75924591863177,True,5.0,0.0,0,1600.0,True,3.8,56.6,120.0,60.5,30,150
30.0,0,85.0,3.0,False,0.0,0.0,0,1000.0,True,2.8,44.1,100.0,55.0,30,50
40.0,0,80.0,2.82,False,1.3,0.0,0,1000.0,True,2.2,28.8,111.2,46.8,30,50
30.0,0,78.0,2.75,False,0.0,0.0,0,1000.0,True,1.77,20.6,109.0,44.0,30,50
50.0,1,130.0,4.59,False,3.0,0.0,0,1500.0,True,3.5,52.6,114.5,60.6,30,50
120.0,1,152.6066606544705,4.75924591863177,True,5.0,1.3,0,1420.0,True,4.0,62.7,120.0,60.5,30,150
320.0,1,200.0,7.05,True,8.0,2.0,1,3100.0,False,4.5,57.8,136.9,70.6,31,350
300.0,1,187.1,6.6,True,8.0,2.0,1,3100.0,False,4.5,59.9,136.4,68.3,31,300
270.0,1,168.5,5.93,True,5.0,1.3,1,2500.0,True,4.0,51.8,128.5,68.4,31,300
350.0,1,193.0,6.81,True,5.0,0.0,1,1370.0,True,3.5,53.7,115.0,56.5,31,350
70.0,0,69.0,2.43,False,1.3,0.0,0,920.0,True,2.0,25.6,105.0,48.0,31,100
6099.0,1,140.0,4.94,True,5.0,5.0,3,2000.0,True,4.5,61.5,135.0,67.2,32,800
60.0,1,152.6066606544705,4.75924591863177,True,5.0,0.3,0,3000.0,False,5.0,66.7,142.5,72.5,32,100
150.0,1,153.2,5.4,True,13.0,8.0,3,3000.0,True,5.5,71.6,151.9,76.7,32,150
100.0,1,142.0,5.01,True,8.0,5.0,0,2500.0,True,5.0,66.5,144.0,72.0,32,100
150.0,1,133.0,4.69,True,13.0,5.0,3,2900.0,True,5.0,68.6,142.0,70.8,32,150
120.0,1,128.0,4.52,True,13.0,8.0,3,2500.0,True,5.0,68.7,141.6,70.8,32,150
160.0,1,135.0,4.76,True,8.0,5.0,3,2560.0,True,5.5,71.9,152.1,76.3,32,200
110.0,1,152.0,5.36,True,8.0,2.0,3,2200.0,True,5.0,66.4,144.0,72.0,32,150
130.0,1,160.0,5.64,True,8.0,3.0,0,2500.0,False,5.0,67.7,143.4,71.0,32,150
130.0,1,174.0,6.14,True,10.0,2.0,0,4000.0,True,5.0,65.4,144.8,72.8,32,150
70.0,2,152.6066606544705,4.75924591863177,True,5.0,0.0,1,1950.0,True,4.0,56.7,125.0,64.3,32,100
100.0,1,160.0,5.64,True,8.0,2.0,0,3000.0,True,5.0,70.5,144.8,72.9,32,100
110.0,1,134.0,4.73,True,8.0,5.0,4,2100.0,True,5.0,67.2,143.5,71.5,32,150
150.0,1,116.0,4.09,True,13.0,3.0,5,2000.0,True,4.7,65.4,138.0,67.5,32,150
100.0,1,138.0,4.87,True,8.0,2.0,4,2100.0,True,4.5,63.1,134.0,66.0,32,100
100.0,1,136.0,4.8,True,5.0,0.0,3,1800.0,True,4.5,64.6,136.0,63.5,32,100
80.0,1,152.6066606544705,4.75924591863177,True,5.0,0.0,1,1700.0,True,4.0,56.9,124.0,64.5,32,100
150.0,1,112.0,3.95,True,8.0,0.0,5,2000.0,True,4.7,65.4,138.0,67.5,32,150
180.0,1,114.0,4.02,True,8.0,3.0,5,2000.0,True,4.7,66.2,138.0,66.7,32,200
50.0,1,133.0,4.69,True,3.15,0.0,0,1500.0,True,4.0,58.3,124.0,63.0,32,50
40.0,1,115.4,4.06,True,2.0,0.0,0,1400.0,True,3.5,51.6,115.0,61.5,32,50
40.0,1,115.4,4.06,True,2.0,0.0,0,1400.0,True,3.5,51.6,115.0,61.5,32,50
50.0,1,113.0,3.99,False,2.0,0.0,3,1400.0,True,4.0,56.9,125.0,64.0,32,50
90.0,1,175.0,6.17,True,3.15,1.3,3,2000.0,True,5.0,65.6,143.2,73.3,32,100
110.0,1,143.5,5.04,True,5.0,0.0,5,2000.0,True,5.0,66.0,143.0,73.0,32,150
100.0,1,152.6066606544705,4.75924591863177,True,5.0,0.0,3,2000.0,True,5.0,61.4,149.6,75.0,32,100
170.0,1,140.0,4.94,True,8.0,2.0,5,2000.0,True,5.0,66.2,142.9,72.9,32,200
70.0,1,124.0,4.37,True,3.15,0.0,3,1500.0,True,4.0,56.3,125.5,64.5,32,100
60.0,1,124.0,4.37,True,3.15,0.0,3,1500.0,True,4.0,56.3,125.5,64.5,32,100
70.0,1,127.0,4.48,True,5.0,0.0,3,1400.0,True,4.0,56.9,125.0,64.0,32,100
90.0,1,175.0,6.17,True,3.15,1.3,3,2000.0,True,5.0,65.7,143.2,73.3,32,100
280.0,1,168.0,5.93,True,0.0,8.0,3,4000.0,False,5.5,72.9,152.4,75.1,33,300
280.0,1,175.0,6.17,True,16.0,8.0,1,4070.0,False,5.5,74.5,151.4,73.9,33,300
200.0,1,153.0,5.4,True,16.0,8.0,1,3000.0,False,5.5,74.4,151.1,74.2,33,200
330.0,1,175.0,6.17,True,16.0,8.0,1,4070.0,False,5.5,73.8,151.4,73.9,33,350
350.0,1,185.0,6.53,True,21.0,8.0,1,3100.0,False,5.7,73.6,156.8,77.6,33,350
260.0,1,153.0,5.4,True,21.0,8.0,3,3000.0,False,5.5,74.4,151.1,74.2,33,300
190.0,1,153.0,5.4,True,16.0,8.0,3,3000.0,False,5.5,74.4,151.1,74.2,33,200
350.0,1,204.0,7.2,True,21.0,4.0,1,3400.0,False,6.33,79.2,167.1,83.5,33,350
210.0,1,169.0,5.96,True,13.0,5.0,5,3000.0,False,5.5,74.4,151.1,74.2,33,250
240.0,1,475.0,1.05,True,8.0,5.0,1,7000.0,False,10.1,69.2,247.0,173.0,34,250
140.0,1,500.0,1.1,True,5.0,2.0,1,7000.0,False,10.1,70.0,247.0,171.0,34,150
190.0,1,300.0,10.58,True,8.0,5.0,1,4850.0,False,8.0,71.8,210.0,123.0,34,200
100.0,1,310.0,10.93,True,5.0,2.0,1,4850.0,False,8.0,70.9,211.0,124.0,34,100
170.0,1,329.0,11.61,True,8.0,5.0,1,4250.0,False,8.0,70.7,210.0,125.0,34,200
450.0,1,160.0,5.64,True,13.0,8.0,1,3100.0,False,5.5,78.3,142.9,74.5,34,450
130.0,1,142.0,5.01,True,8.0,2.0,3,2300.0,True,5.0,68.8,141.0,71.0,34,150
110.0,1,142.0,5.01,True,8.0,2.0,3,2300.0,True,5.0,68.8,141.0,71.0,34,150
80.0,1,144.0,5.08,True,5.0,2.0,3,2000.0,True,4.5,65.9,132.5,66.0,34,100
70.0,1,146.0,5.15,True,5.0,2.0,3,2000.0,True,4.5,63.6,133.0,66.0,34,100
240.0,1,177.0,6.24,True,13.0,5.0,1,5100.0,False,5.5,71.7,153.0,76.0,34,250
250.0,1,169.0,5.96,True,16.0,8.0,1,4000.0,False,5.5,72.7,151.0,76.0,34,250
170.0,1,145.0,5.11,True,13.0,8.0,1,4000.0,False,5.0,69.1,141.9,70.3,34,200
200.0,1,140.0,4.94,True,13.0,8.0,1,3000.0,False,5.0,69.1,141.9,70.3,34,200
50.0,1,132.0,4.66,True,5.0,0.0,3,1700.0,True,4.0,57.2,124.5,64.0,34,50
200.0,1,139.0,4.9,True,8.0,5.0,3,2750.0,True,5.0,67.5,143.0,71.4,34,200
250.0,1,218.0,7.69,True,0.0,8.0,3,4050.0,False,6.4,73.5,173.9,88.3,34,250
230.0,1,225.0,7.94,True,13.0,5.0,3,4050.0,False,6.4,72.1,175.0,89.5,34,250
550.0,1,259.0,9.14,True,16.0,8.0,1,4050.0,False,6.4,70.9,179.8,88.6,34,800
220.0,1,149.0,5.26,True,13.0,8.0,1,3500.0,False,5.0,70.6,141.7,68.9,34,250
90.0,1,166.0,5.86,True,5.0,2.0,1,2300.0,True,5.0,29.7,143.5,71.8,34,100
520.0,1,145.0,5.11,True,13.0,8.0,1,3100.0,False,5.2,72.7,145.4,70.5,34,800
280.0,1,509.0,1.12,True,8.0,5.0,3,7000.0,False,10.1,70.0,247.0,171.0,34,300
120.0,1,329.0,11.61,True,5.0,2.0,3,4290.0,False,8.0,70.7,210.0,125.0,34,150
80.0,1,260.0,9.17,True,2.0,0.0,3,3450.0,False,7.0,72.2,191.0,100.0,34,100
140.0,1,142.0,5.01,True,13.0,5.0,1,2750.0,True,5.0,68.4,142.0,71.0,34,150
120.0,1,142.0,5.01,True,13.0,5.0,1,2750.0,True,5.0,68.4,142.0,71.0,34,150
180.0,1,150.0,5.29,True,13.0,5.0,3,2900.0,True,5.5,71.7,152.6,76.2,34,200
260.0,1,189.0,6.67,True,13.0,5.0,1,4900.0,False,5.5,72.1,152.9,75.6,34,300
190.0,1,165.0,5.82,True,13.0,8.0,3,3500.0,False,5.5,72.5,152.0,75.7,34,200
110.0,1,142.0,5.01,True,13.0,5.0,1,2750.0,True,5.0,68.4,142.0,71.0,34,150
210.0,1,129.0,4.55,True,13.0,8.0,3,2700.0,False,5.0,66.9,145.0,71.0,34,250
190.0,1,158.0,5.57,True,13.0,5.0,3,3300.0,False,5.5,71.0,153.6,76.5,34,200
320.0,1,152.6066606544705,4.75924591863177,True,13.0,5.0,3,3300.0,False,5.5,71.0,153.6,76.5,34,350
300.0,1,175.0,6.17,True,21.0,8.0,1,3500.0,False,5.5,70.8,154.0,76.5,34,300
110.0,1,140.0,4.94,True,8.0,2.0,3,2300.0,True,5.0,68.6,141.2,71.2,34,150
480.0,1,666.8,1.47,True,13.0,5.0,0,10.0,False,10.1,66.9,246.9,179.1,34,500
160.0,1,467.2,1.03,False,8.0,0.0,1,6200.0,False,8.0,60.7,209.8,145.8,34,200
60.0,1,132.0,4.66,True,5.0,0.0,3,2000.0,True,4.0,57.2,124.5,64.0,34,100
180.0,1,250.0,8.82,True,13.0,5.0,1,4250.0,False,6.98,74.4,186.0,97.0,34,200
250.0,1,229.0,8.08,True,13.0,5.0,1,3500.0,False,6.8,70.7,186.6,96.6,34,250
380.0,1,189.0,6.67,True,13.0,5.0,1,5000.0,False,5.5,72.1,152.9,75.6,34,400
160.0,1,128.0,4.52,True,13.0,5.0,1,2300.0,True,5.0,69.8,141.0,70.0,34,200
150.0,1,128.0,4.52,True,8.0,2.0,1,2300.0,True,5.0,69.8,141.0,70.0,34,150
110.0,1,148.0,5.22,True,8.0,5.0,3,4000.0,False,5.0,68.1,141.0,71.8,34,150
270.0,1,132.0,4.66,True,13.0,8.0,3,2420.0,False,5.0,67.9,143.3,70.8,34,300
320.0,1,175.0,6.17,True,13.0,8.0,1,4100.0,False,5.5,69.3,155.7,77.3,34,350
70.0,1,137.0,4.83,True,5.0,2.0,3,2000.0,True,4.5,63.8,131.5,66.5,34,100
70.0,1,157.0,5.54,True,5.0,2.0,3,2300.0,True,5.0,67.2,142.8,71.8,34,100
280.0,1,128.0,4.52,True,13.0,5.0,1,2150.0,False,5.0,66.8,143.3,72.0,34,300
110.0,1,128.0,4.52,True,8.0,2.0,1,2300.0,True,5.0,69.8,141.0,70.0,34,150
60.0,1,117.0,4.13,True,2.0,0.0,3,1500.0,True,4.0,60.7,121.0,62.0,34,100
150.0,1,150.0,5.29,True,13.0,5.0,3,3000.0,True,5.5,71.7,152.6,76.2,34,150
300.0,1,145.0,5.11,True,16.0,8.0,1,3000.0,False,5.0,69.3,142.0,70.0,34,300
190.0,1,140.0,4.94,True,13.0,5.0,3,2900.0,True,5.5,71.7,152.6,76.2,34,200
